query_id,explicit_subset,gold_citation,gold_family,likely_statute_family,predicted_family_consistent,gold_in_fused_top200,gold_fused_rank,gold_in_rerank_input,gold_rerank_input_rank,gold_rank_after_rerank,gold_in_final_cut,gold_in_final_predictions,gold_drop_stage,secondary_loss_tags,dynamic_mode,fixed_top_k,rule_laws_exact_count,rule_laws_exact_citations,rule_exact_gold_hit,rule_exact_spurious_count,final_predictions
val_001,1,Art. 390 Abs. 2 StPO,STPO,STPO;STGB,1,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,Art. 422 Abs. 1 StPO,STPO,STPO;STGB,1,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,Art. 422 Abs. 2 StPO,STPO,STPO;STGB,1,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,Art. 428 Abs. 1 StPO,STPO,STPO;STGB,1,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,Art. 135 Abs. 4 StPO,STPO,STPO;STGB,1,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,Art. 100 Abs. 1 BGG,BGG,STPO;STGB,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,Art. 135 Abs. 3 StPO,STPO,STPO;STGB,1,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,Art. 37 Abs. 1 StBOG,,STPO;STGB,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,Art. 39 Abs. 1 StBOG,,STPO;STGB,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,BGE 137 IV 122 E. 6.2,,STPO;STGB,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,BGE 137 IV 122 E. 6.4,,STPO;STGB,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,BGE 137 IV 122 E. 4.2,,STPO;STGB,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,BGE 132 I 21 E. 3.2,,STPO;STGB,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,1B_210/2023 E. 4.1,,STPO;STGB,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,BGE 132 I 21 E. 3.2.2,,STPO;STGB,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,1B_536/2018 E. 5.1,,STPO;STGB,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,BGE 139 IV 270 E. 3.1,,STPO;STGB,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,BGE 133 I 168 E. 4.1,,STPO;STGB,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,BGE 143 IV 168 E. 5.1,,STPO;STGB,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,BGE 133 I 270 E. 3.4.2,,STPO;STGB,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,BGE 137 IV 122 E. 4.1,,STPO;STGB,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,BGE 132 I 21 E. 3.2.1,,STPO;STGB,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,1B_90/2021 E. 2.1,,STPO;STGB,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,1B_90/2021 E. 2.4,,STPO;STGB,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,7B_496/2025 E. 3.2,,STPO;STGB,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,7B_231/2025 E. 4.1,,STPO;STGB,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,7B_69/2024 E. 3.3.2,,STPO;STGB,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,7B_301/2024 E. 2.4,,STPO;STGB,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,7B_12/2025 E. 2.2,,STPO;STGB,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,1B_357/2022 E. 3.1,,STPO;STGB,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,1B_15/2023 E. 3.1,,STPO;STGB,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_001,1,1B_28/2022 E. 4.1,,STPO;STGB,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,1,Art. 221 Abs. 1 StPO,1,0,Art. 221 Abs. 1 StPO;Art. 10 Abs. 5 173.712.22;Art. 10 Abs. 3 173.712.22;Art. 10 Abs. 4 173.712.22;Art. 130 StPO
val_002,1,Art. 8 Abs. 1 ATSG,ATSG,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,Art. 8 Abs. 1 IVG,IVG,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,Art. 17 Abs. 1 IVG,IVG,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,Art. 1 Abs. 1 IVG,IVG,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,Art. 56 Abs. 1 ATSG,ATSG,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,Art. 69 Abs. 1 IVG,IVG,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,Art. 60 Abs. 1 ATSG,ATSG,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,Art. 61 ATSG,ATSG,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,Art. 29 Abs. 1 IVG,IVG,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,Art. 4 Abs. 1 IVG,IVG,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,Art. 6 ATSG,ATSG,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,Art. 8 Abs. 3 IVG,IVG,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,Art. 18d IVG,IVG,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,Art. 28 Abs. 1 IVG,IVG,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,Art. 69 Abs. 1bis IVG,IVG,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,Art. 82 BGG,BGG,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,Art. 113 BGG,BGG,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,Art. 100 Abs. 1 BGG,BGG,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,BGE 148 V 21 E. 5.3,,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,BGE 144 V 427 E. 3.2,,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,BGE 139 V 176 E. 5.3,,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,BGE 135 V 39 E. 6.1,,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,BGE 132 V 93 E. 4,,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,8C_160/2016 E. 4.1,,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,BGE 134 V 231 E. 5.1,,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,8C_510/2020 E. 2.4,,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,BGE 139 V 399 E. 5.3,,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,BGE 139 V 399 E. 5.4,,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,BGE 139 V 399 E. 5.5,,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,BGE 127 V 205 E. 4b,,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,Art. 16 ATSG,ATSG,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,Art. 21 Abs. 4 ATSG,ATSG,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,BGE 124 V 108 E. 2b,,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,9C_623/2020 E. 4.2,,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,8C_421/2023 E. 2.2,,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_002,1,BGE 140 V 193 E. 3.2,,,0,0,-1,0,-1,-1,0,0,not_in_rerank_input,not_in_fused,fixed_top_k,5,0,,0,0,Art. 3 Abs. 1 221.434;Art. 8 Abs. 1 BetmPV;Art. 1 812.214.11;Art. 3 632.324.27;Art. 28 Abs. 2 CZV
val_003,0,Art. 29 Abs. 2 BV,BV,STPO;BV,1,1,3,1,3,171,0,0,reranked_too_low,cut_by_fixed_top_k;lost_to_wrong_family_candidate,fixed_top_k,5,0,,0,0,Art. 59 Abs. 1 StPO;Art. 74 Abs. 1 StPO;Art. 88 Abs. 1 StPO;Art. 221 Abs. 1 StPO;Art. 10 Abs. 3 173.712.22
