query_id,explicit_subset,gold_citation,source,gold_in_fused_top200,gold_in_rerank_input,gold_rank_before_rerank,gold_fused_rank,gold_rank_after_rerank,gold_in_final_predictions,gold_drop_stage,is_rule_hit,is_normalization_consistent,is_predicted_family_consistent,is_issue_phrase_hit,not_in_rerank_input_missing
val_001,1,Art. 135 Abs. 3 StPO,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_001,1,Art. 37 Abs. 1 StBOG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_001,1,Art. 39 Abs. 1 StBOG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_001,1,BGE 137 IV 122 E. 6.2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_001,1,BGE 137 IV 122 E. 6.4,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_001,1,BGE 137 IV 122 E. 4.2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_001,1,BGE 132 I 21 E. 3.2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_001,1,1B_210/2023 E. 4.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_001,1,BGE 132 I 21 E. 3.2.2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_001,1,1B_536/2018 E. 5.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_001,1,BGE 139 IV 270 E. 3.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_001,1,BGE 133 I 168 E. 4.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_001,1,BGE 143 IV 168 E. 5.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_001,1,BGE 133 I 270 E. 3.4.2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_001,1,BGE 137 IV 122 E. 4.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_001,1,BGE 132 I 21 E. 3.2.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_001,1,1B_90/2021 E. 2.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_001,1,1B_90/2021 E. 2.4,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_001,1,7B_496/2025 E. 3.2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_001,1,7B_231/2025 E. 4.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_001,1,7B_69/2024 E. 3.3.2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_001,1,7B_301/2024 E. 2.4,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_001,1,7B_12/2025 E. 2.2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_001,1,1B_357/2022 E. 3.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_001,1,1B_15/2023 E. 3.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_001,1,1B_28/2022 E. 4.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,Art. 8 Abs. 1 ATSG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,Art. 8 Abs. 1 IVG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,Art. 17 Abs. 1 IVG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,Art. 1 Abs. 1 IVG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,Art. 56 Abs. 1 ATSG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,Art. 69 Abs. 1 IVG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,Art. 60 Abs. 1 ATSG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,Art. 61 ATSG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,Art. 29 Abs. 1 IVG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,Art. 4 Abs. 1 IVG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,Art. 6 ATSG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,Art. 8 Abs. 3 IVG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,Art. 18d IVG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,Art. 28 Abs. 1 IVG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,Art. 69 Abs. 1bis IVG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,Art. 82 BGG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,Art. 113 BGG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,Art. 100 Abs. 1 BGG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,BGE 148 V 21 E. 5.3,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,BGE 144 V 427 E. 3.2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,BGE 139 V 176 E. 5.3,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,BGE 135 V 39 E. 6.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,BGE 132 V 93 E. 4,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,8C_160/2016 E. 4.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,BGE 134 V 231 E. 5.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,8C_510/2020 E. 2.4,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,BGE 139 V 399 E. 5.3,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,BGE 139 V 399 E. 5.4,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,BGE 139 V 399 E. 5.5,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,BGE 127 V 205 E. 4b,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,Art. 16 ATSG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,Art. 21 Abs. 4 ATSG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,BGE 124 V 108 E. 2b,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,9C_623/2020 E. 4.2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,8C_421/2023 E. 2.2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_002,1,BGE 140 V 193 E. 3.2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,Art. 29 Abs. 2 BV,laws,1,1,3,3,171,1,kept_final,0,0,1,1,
val_003,0,Art. 221 Abs. 1 StPO,laws,1,1,1,1,4,1,kept_final,0,0,1,1,
val_003,0,Art. 393 Abs. 1 StPO,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_003,0,Art. 222 StPO,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_003,0,Art. 384 StPO,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_003,0,Art. 396 Abs. 1 StPO,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_003,0,Art. 382 Abs. 1 StPO,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_003,0,Art. 385 Abs. 1 StPO,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_003,0,Art. 3 Abs. 2 StPO,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_003,0,Art. 390 Abs. 2 StPO,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_003,0,Art. 422 Abs. 1 StPO,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_003,0,Art. 422 Abs. 2 StPO,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_003,0,Art. 428 Abs. 1 StPO,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_003,0,Art. 135 Abs. 4 StPO,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_003,0,Art. 214 Abs. 4 StPO,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_003,0,Art. 100 Abs. 1 BGG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,Art. 135 Abs. 3 StPO,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_003,0,Art. 37 Abs. 1 StBOG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,Art. 39 Abs. 1 StBOG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,1B_192/2022 E. 4.1.2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,1B_195/2022 E. 2.2.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,BGE 145 I 167 E. 4.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,BGE 142 III 48 E. 4.1.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,BGE 140 I 285 E. 6.3.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,2C_501/2020 E. 5.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,BGE 145 IV 99 E. 3.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,BGE 143 IV 40 E. 3.4.3,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,BGE 139 IV 179 E. 2.2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,BGE 139 IV 186 E. 2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,BGE 143 IV 330 E. 2.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,BGE 143 IV 316 E. 3.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,BGE 143 IV 316 E. 3.2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,1B_88/2022 E. 2.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,1B_572/2021 E. 2.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,BGE 141 IV 360 E. 3.2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,1B_211/2017 E. 2.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,BGE 137 IV 122 E. 3.2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,BGE 124 I 208 E. 3,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,1B_581/2022 E. 2.1.2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,Art. 505 Abs. 1 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,Art. 520 Abs. 1 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,BGE 131 III 601 E. 3.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,Art. 467 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,Art. 16 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,Art. 519 Abs. 1 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,BGE 124 III 5 E. 4,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_003,0,BGE 131 III 106 E. 1.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_004,0,Art. 505 Abs. 1 ZGB,laws,1,1,5,5,178,0,cut_by_dynamic_threshold,0,0,1,1,
val_004,0,Art. 467 ZGB,laws,1,1,17,17,64,0,cut_by_dynamic_threshold,0,0,1,1,
val_004,0,Art. 469 Abs. 1 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_004,0,Art. 471 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_004,0,Art. 20 Abs. 2 OR,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_004,0,Art. 520a ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_004,0,Art. 469 Abs. 2 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_004,0,Art. 458 Abs. 3 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_004,0,Art. 100 Abs. 1 BGG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_004,0,BGE 131 III 601 E. 3.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_005,0,Art. 133 Abs. 1 ZGB,laws,1,1,1,1,208,1,kept_final,0,0,1,1,
val_005,0,Art. 133 Abs. 2 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_005,0,Art. 285 Abs. 1 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_005,0,Art. 100 Abs. 1 BGG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_005,0,BGE 131 III 209 E. 5,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_005,0,BGE 128 III 411 E. 3.2.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_005,0,Art. 274 Abs. 2 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_005,0,BGE 130 III 585 E. 2.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_005,0,BGE 130 III 585 E. 2.2.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_005,0,Art. 273 Abs. 1 ZGB,laws,1,1,5,5,211,0,cut_by_dynamic_threshold,0,0,1,1,
val_005,0,BGE 126 III 219 E. 2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_006,1,Art. 1 Abs. 1 OR,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_006,1,Art. 18 Abs. 1 OR,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_006,1,Art. 363 OR,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_006,1,Art. 364 Abs. 1 OR,laws,1,1,1,1,16,1,kept_final,1,1,1,0,
val_006,1,Art. 97 Abs. 1 OR,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_006,1,Art. 248 Abs. 1 OR,laws,1,1,3,3,17,1,kept_final,1,1,1,0,
val_006,1,Art. 93 Abs. 1 BGG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_006,1,Art. 100 Abs. 1 BGG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_006,1,BGE 128 III 419 E. 2.2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_006,1,BGE 130 III 417 E. 3.2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_006,1,BGE 121 IV 207 E. 2a,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_006,1,Art. 398 Abs. 2 OR,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_006,1,Art. 41 Abs. 1 OR,laws,1,1,11,11,18,0,cut_by_dynamic_threshold,0,0,1,0,
val_006,1,Art. 99 Abs. 2 OR,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_006,1,BGE 137 III 539 E. 4.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_006,1,BGE 137 III 539 E. 5.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_006,1,BGE 137 III 539 E. 5.2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_006,1,BGE 129 III 181 E. 3.2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_007,1,Art. 98 Abs. 2 IPRG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_007,1,Art. 100 Abs. 1 IPRG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_007,1,Art. 641 Abs. 2 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_007,1,Art. 292 StGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_007,1,Art. 197 Abs. 1 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_007,1,Art. 3 Abs. 2 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_007,1,Art. 933 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_007,1,Art. 940 Abs. 1 ZGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_007,1,Art. 934 Abs. 1 ZGB,laws,1,1,33,33,35,0,cut_by_dynamic_threshold,0,0,1,0,
val_007,1,Art. 934 Abs. 1bis ZGB,laws,1,1,35,35,37,0,cut_by_dynamic_threshold,0,0,1,0,
val_007,1,Art. 934 Abs. 2 ZGB,laws,1,1,37,37,38,0,cut_by_dynamic_threshold,0,0,1,0,
val_007,1,Art. 8 ZGB,laws,1,1,73,73,13,0,cut_by_dynamic_threshold,0,0,1,0,
val_007,1,Art. 245 Abs. 2 OR,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_007,1,Art. 15 OR,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_007,1,Art. 16 ZGB,laws,1,1,85,85,146,0,cut_by_dynamic_threshold,0,0,1,0,
val_007,1,BGE 139 III 305 E. 5,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_007,1,BGE 132 III 155 E. 4,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_007,1,BGE 144 III 264 E. 5.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_007,1,BGE 141 III 433 E. 2.5.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_008,0,Art. 107 Abs. 2 BGG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_008,0,Art. 333 Abs. 1 StGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_008,0,Art. 333 Abs. 1 StPO,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_008,0,Art. 314 StGB,laws,1,1,1,1,246,1,kept_final,0,0,1,1,
val_008,0,Art. 428 Abs. 1 StPO,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_008,0,Art. 429 Abs. 1 StPO,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_008,0,Art. 436 Abs. 1 StPO,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_008,0,Art. 436 Abs. 2 StPO,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_008,0,Art. 42 Abs. 1 StGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_008,0,Art. 44 Abs. 1 StGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_008,0,Art. 49 Abs. 2 StGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_008,0,Art. 50 StGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_008,0,Art. 100 Abs. 1 BGG,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_008,0,BGE 131 III 91 E. 5.2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_008,0,6B_1233/2016 E. 1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_008,0,BGE 135 III 334 E. 2,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_008,0,6B_904/2020 E. 1.1,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_008,0,BGE 149 IV 42 E. 3.5,court,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_008,0,Art. 110 Abs. 3 StGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_008,0,Art. 12 Abs. 1 StGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_008,0,Art. 25 StGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_008,0,Art. 26 StGB,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,1,0,simply fused rank too low
val_008,0,Art. 29 Abs. 2 BV,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_008,0,Art. 32 Abs. 2 BV,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
val_008,0,Art. 9 Abs. 1 StPO,laws,0,0,-1,-1,-1,0,not_in_rerank_input,0,0,0,0,simply fused rank too low
